date,username,replies,retweets,favorites,text,geo,mentions,hashtags,id,original,score,neg,neu,pos,compound,label
2019-03-15 15:47:30,SillySCOTUSbot,0,0,0,white v. state farm fire and ; casualty co.. (1944) minimum ages based on orientation are protected by the first amendment.,,,,1106582704592748544,White v. State Farm Fire &amp; Casualty Co.. (1944) Minimum ages based on orientation are protected by the First Amendment.,"{'neg': 0.217, 'neu': 0.674, 'pos': 0.109, 'compound': -0.4404}",0.217,0.674,0.109,-0.4404,negative
2019-03-14 13:14:06,cjldypyro,0,0,2,great day at nutter fort elementary school! thank you scott smith of #statefarm for being with me to talk about fire safety and send the kids home with new smoke alarms.,,,#STATEFARM,1106181710687993866,Great day at Nutter Fort Elementary School! Thank you Scott Smith of #STATEFARM for being with me to talk about fire safety and send the kids home with new smoke alarms.,"{'neg': 0.112, 'neu': 0.647, 'pos': 0.241, 'compound': 0.7345}",0.112,0.647,0.241,0.7345,positive
2019-03-14 00:32:12,synergids,0,1,4,"fire, earth, water, air. long ago, like a good neighbor state farm is there.",,,,1105989974841790464,"fire, earth, water, air. long ago, like a good neighbor state farm is there.","{'neg': 0.128, 'neu': 0.585, 'pos': 0.287, 'compound': 0.4588}",0.128,0.585,0.287,0.4588,positive
2019-03-13 19:08:07,therealtravis_a,0,0,0,"be very careful and review your auto policy with statefarm you may have to pay extra for replacement parts if your vehicle is damaged, even if you have collision coverage",,@StateFarm,,1105908413563842563,"Be very careful and review your auto policy with @StateFarm you may have to pay extra for replacement parts if your vehicle is damaged, even if you have collision coverage","{'neg': 0.196, 'neu': 0.749, 'pos': 0.055, 'compound': -0.6003}",0.196,0.749,0.055,-0.6003,negative
2019-03-13 01:30:09,kimgentles,1,0,0,this month we had frozen pipes for the first 3 days followed by a busted pipe resulting in a flooded 1st floor followed by a second flood after they turned the water back on. statefarm thank you for providing great rental insurance! #wintersucks #overit,,@StateFarm,#Wintersucks #overit,1105642170487201793,This month we had frozen pipes for the first 3 days followed by a busted pipe resulting in a flooded 1st floor followed by a second flood after they turned the water back on. @StateFarm thank you for providing great rental insurance! #Wintersucks #overit,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.784}",0.0,0.859,0.141,0.784,positive
2019-03-12 22:08:41,frazzledjazz,0,0,0,thats right- you are in the hospital- your employer would rather fire you- than see you better--even if you dont have cancer or other life-terminating illness. azfamily statefarm it happened.,,@azfamily @StateFarm,,1105591466192060416,thats right- you are in the hospital- your employer would rather fire you- than see you better--even if you dont have cancer or other life-terminating illness. @azfamily @statefarm IT HAPPENED.,"{'neg': 0.143, 'neu': 0.758, 'pos': 0.099, 'compound': -0.1491}",0.143,0.758,0.099,-0.1491,neutral
2019-03-12 20:58:38,CareSaysSo,1,0,1,"this morning i got a letter from statefarm telling us they’re dropping our homeowner policy because, on their advice, we filed two separate claims for the water damage, which was the product of shoddy builders and the seller not disclosing, which is illegal and another issue.",,@StateFarm,,1105573838086119425,"This morning I got a letter from @StateFarm telling us they’re dropping our homeowner policy because, on their advice, we filed two separate claims for the water damage, which was the product of shoddy builders and the seller not disclosing, which is illegal and another issue.","{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.7783}",0.134,0.866,0.0,-0.7783,negative
2019-03-12 20:58:37,CareSaysSo,1,0,1,"i’ve never even met my deductible until last year, when our condo went through severe water damage. the damage was around $30k. statefarm gave us about $8k after deductible. we had to pay the rest (and we were lucky to be able to do so, unlike most of america).",,@StateFarm,,1105573836035145729,"I’ve never even met my deductible until last year, when our condo went through severe water damage. The damage was around $30k. @StateFarm gave us about $8k after deductible. We had to pay the rest (and we were lucky to be able to do so, unlike most of America).","{'neg': 0.182, 'neu': 0.769, 'pos': 0.049, 'compound': -0.765}",0.182,0.769,0.049,-0.765,negative
2019-03-12 20:26:32,SafeandSoberOrg,0,0,0,"thanks to burlin_hefley at statefarm! call burlin's office at 417-869-4461 this month for a free auto or fire quote. mention safe and sober, and we will receive $10 for each completed quote. #mosafeandsober #quotesforgood",,@Burlin_Hefley @StateFarm,#MOSafeandSober #QuotesforGood,1105565762432000000,"Thanks to @Burlin_Hefley at @StateFarm! Call Burlin's office at 417-869-4461 this month for a free auto or fire quote. Mention Safe and Sober, and we will receive $10 for each completed quote. #MOSafeandSober #QuotesforGood","{'neg': 0.057, 'neu': 0.718, 'pos': 0.225, 'compound': 0.7901}",0.057,0.718,0.225,0.7901,positive
2019-03-12 15:48:31,AroundAmbler,0,0,0,update on the businesses and residents that have been displaced because of last month's fire in ambler... jeff boyer-state farm agent weiss larry cpa ,,,,1105495795464323073,Update on the businesses and residents that have been displaced because of last month's fire in Ambler... Jeff Boyer-State Farm Agent Weiss Larry Cpa ,"{'neg': 0.094, 'neu': 0.906, 'pos': 0.0, 'compound': -0.34}",0.094,0.906,0.0,-0.34,negative
2019-03-11 22:27:51,ConstarUAS,0,0,0,state farm® to conduct drone damage assessment flights following hurricane michael - granted faa drone-use waiver following hurricane michael #futurepolicing,,,#futurepolicing,1105233901646049280,State Farm® to Conduct Drone Damage Assessment Flights Following Hurricane Michael - Granted FAA Drone-Use Waiver Following Hurricane Michael #futurepolicing,"{'neg': 0.132, 'neu': 0.785, 'pos': 0.083, 'compound': -0.296}",0.132,0.785,0.083,-0.296,neutral
2019-03-11 21:38:51,AllanEmerson,0,0,0,statefarm denies a new renter's policy because of a hail damage claim on my old home owner's policy. so pay them on time for years but get penalized for actually using their product. disgusting.,,@StateFarm,,1105221571348697088,@StateFarm denies a new renter's policy because of a hail damage claim on my old home owner's policy. So pay them on time for years but get penalized for actually using their product. Disgusting.,"{'neg': 0.25, 'neu': 0.722, 'pos': 0.029, 'compound': -0.8353}",0.25,0.722,0.029,-0.8353,negative
2019-03-11 15:55:09,AUVSI,0,5,4,"as statefarm launched their new #drone program to better assist customers after storm damage, they needed to recruit and train employees to become #dronepilots. and they wanted the best of the best",,@StateFarm,#drone #dronepilots,1105135077888004097,"As @StateFarm launched their new #drone program to better assist customers after storm damage, they needed to recruit and train employees to become #dronepilots. And they wanted the best of the best","{'neg': 0.074, 'neu': 0.628, 'pos': 0.298, 'compound': 0.8625}",0.074,0.628,0.298,0.8625,positive
2019-04-30 18:49:58,RyanBartholomee,1,0,0,"i'm sad about how statefarm is treating my dad. he's been a policy holder for decades and can't get an inspection for hail damage he sustained on 4/23/19 until 5/13/19. i had two claims with geico, and we are getting our check right now. we didn't start until 4/25/19, either.",,@StateFarm @GEICO,,1123298463268114432,"I'm sad about how @StateFarm is treating my Dad. He's been a policy holder for decades and can't get an inspection for hail damage he sustained on 4/23/19 until 5/13/19. I had two claims with @GEICO, and we are getting our check right now. We didn't start until 4/25/19, either.","{'neg': 0.115, 'neu': 0.861, 'pos': 0.024, 'compound': -0.7184}",0.115,0.861,0.024,-0.7184,negative
2019-04-30 17:03:18,supernessofawes,0,1,1,“like a good neighbor…” you don’t need to say it. we said it too. the state farm jingle was created by none other than barry manilow in 1971--he really does write the songs that make the whole world sing.,,,,1123271622209597441,“Like a good neighbor…” You don’t need to say it. We said it too. The State Farm jingle was created by none other than Barry Manilow in 1971--he really does write the songs that make the whole world sing.,"{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.5994}",0.0,0.883,0.117,0.5994,positive
2019-04-30 15:30:45,SupExOKC,0,0,1,thank you for your business tracy full roof replacement with decking (code upgrade) gutters & downs no out of pocket cost insurance pays for hail & wind damage #superiorexterior #superiorexteriorroofing #insuranceclaim #statefarm #hail #haildamage,,,#superiorexterior #superiorexteriorroofing #insuranceclaim #statefarm #hail #haildamage,1123248330845360128,Thank you for your Business Tracy Full ROOF Replacement with Decking (Code Upgrade) Gutters & Downs NO Out of Pocket Cost Insurance Pays for HAIL & Wind Damage #superiorexterior #superiorexteriorroofing #insuranceclaim #statefarm #hail #haildamage,"{'neg': 0.137, 'neu': 0.734, 'pos': 0.129, 'compound': -0.3182}",0.137,0.734,0.129,-0.3182,negative
2019-04-29 18:02:49,ShelleyHouis,0,0,0,"met with statefarm agents from around the district to discuss disaster response, vehicle technology and safety, as well as ways we can collaborate on helping our communities, including with financial literacy education. thank you for stopping by our king… ",,,,1122924212899991557,"Met with StateFarm agents from around the district to discuss disaster response, vehicle technology and safety, as well as ways we can collaborate on helping our communities, including with financial literacy education. Thank you for stopping by our King… ","{'neg': 0.118, 'neu': 0.683, 'pos': 0.199, 'compound': 0.4404}",0.118,0.683,0.199,0.4404,positive
2019-04-29 15:02:09,tjsampson,0,0,0,"those statefarm discount commercials make it look like they want you to drive like a grandma. you don't even get allowance 4 emergencies like birth. nope, i'll stick with geico #commercialbackfire #statefarm #carinsurance #notmycar #ridiculous",,@StateFarm @GEICO,#CommercialBackfire #statefarm #carinsurance #notMyCar #ridiculous,1122878746682437636,"Those @StateFarm discount commercials make it look like they want you to drive like a grandma. You don't even get allowance 4 emergencies like birth. Nope, I'll stick with @GEICO #CommercialBackfire #statefarm #carinsurance #notMyCar #ridiculous","{'neg': 0.061, 'neu': 0.726, 'pos': 0.213, 'compound': 0.6486}",0.061,0.726,0.213,0.6486,positive
2019-04-27 17:40:35,BuckeyeRedCross,0,2,3,we made homes safer today in whitehall! thank you to all the residents who allowed us into their homes to install and replace old smoke detectors. also a big thanks to our awesome volunteers and sponsors! #endhomefires mercyhealth whitecastle nidecindustrial statefarm… ,,@mercyhealth @WhiteCastle @NidecIndustrial @StateFarm,#EndHomeFires,1122193840797093890,We made homes safer today in Whitehall! Thank you to all the residents who allowed us into their homes to install and replace old smoke detectors. Also a BIG thanks to our awesome volunteers and sponsors! #EndHomeFires @mercyhealth @WhiteCastle @NidecIndustrial @StateFarm… ,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.9167}",0.0,0.742,0.258,0.9167,positive
2019-04-27 16:57:22,FireFree_PW,0,0,0,we are crrfirerescue today with other partners like jeffercosheriff statefarm cityofmadras talking about emergency preparedness. – at crooked river ranch,,@crrfirerescue @Jeffercosheriff @StateFarm @cityofmadras,,1122182964173926400,We are @crrfirerescue today with other partners like @Jeffercosheriff @StateFarm @cityofmadras talking about emergency preparedness. – at Crooked River Ranch,"{'neg': 0.113, 'neu': 0.779, 'pos': 0.108, 'compound': -0.0258}",0.113,0.779,0.108,-0.0258,neutral
2019-04-26 22:48:00,Essie_82,1,0,1,hey statefarm why haven’t you guys paid my senior citizen fathers fire claim yet? it’s been over 2 months and we just keep getting excuses or radio silence! i thought state farm was one of the good insurance companies!,,@StateFarm,,1121908817690755077,Hey @StateFarm why haven’t you guys paid my senior citizen fathers fire claim yet? It’s been over 2 months and we just keep getting excuses or radio silence! I thought State Farm was one of the good insurance companies!,"{'neg': 0.056, 'neu': 0.863, 'pos': 0.081, 'compound': 0.2695}",0.056,0.863,0.081,0.2695,neutral
2019-04-25 20:04:43,RepChrisQuinn,1,0,0,"had a great time seeing our first responders in action at a mock crash put on by state farm, main line health and penncrest high school showing how middletown police and the rocky run fire company do their work ",,,,1121505338161815555,"Had a great time seeing our first responders in action at a mock crash put on by State Farm, Main Line Health and Penncrest High School showing how Middletown police and the Rocky Run Fire Company do their work ","{'neg': 0.168, 'neu': 0.745, 'pos': 0.087, 'compound': -0.4215}",0.168,0.745,0.087,-0.4215,negative
2019-04-25 13:51:47,DrKillgrove,4,0,28,five jobs i've had: 1. kroger cashier (in high school) 2. jcrew catalogue order taker (great discounts!) 3. statefarm typist (after hurricane fran) 4. social research assistant unc (after ba grad) 5. assistant/associate prof uwf (after phd),,@kroger @jcrew @StateFarm @UNC @UWF,,1121411485614465025,Five Jobs I've Had: 1. @Kroger cashier (in high school) 2. @jcrew catalogue order taker (great discounts!) 3. @StateFarm typist (after Hurricane Fran) 4. Social research assistant @UNC (after BA grad) 5. Assistant/associate prof @UWF (after PhD),"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.6588}",0.0,0.891,0.109,0.6588,positive
2019-04-25 02:54:09,josephcferm,3,0,1,"my letter from statefarm was burned by the usps they put the fire out with water and mailed the wet stinky remains in a ""we care"" bag #mailfail #burnnotice #whybother",,@StateFarm @USPS,#mailfail #burnnotice #whybother,1121245988126109696,"My letter from @StateFarm was burned by the @USPS they put the fire out with water and mailed the wet stinky remains In a ""we care"" bag #mailfail #burnnotice #whybother","{'neg': 0.14, 'neu': 0.769, 'pos': 0.091, 'compound': -0.1779}",0.14,0.769,0.091,-0.1779,neutral
2019-04-25 00:09:45,michaud_jp,1,0,2,"$tslaq markbspiegel why insurance? because it brings shit loads of $each month. don't think of it as a geico/state farm but more as a retailer ""protection plan"". think of all possible manipulation such as exaggerating damages for more totaled cars. 1/2",,@markbspiegel,,1121204615217807361,"$TSLAQ @markbspiegel Why insurance? Because it brings shit loads of $each month. Don't think of it as a Geico/State Farm but more as a retailer ""protection plan"". Think of all possible manipulation such as exaggerating damages for more totaled cars. 1/2","{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.875}",0.229,0.771,0.0,-0.875,negative
2019-04-24 21:32:58,jojosux7777,0,0,0,"yoooooooo state farm’s spotify ad is so fire wtfffff who is in charge i love it, i want a whole ep",,,,1121165158729097217,"YoOoOooOo State Farm’s Spotify ad is so fire wtfffff who is in charge I love it, I want a whole ep","{'neg': 0.117, 'neu': 0.676, 'pos': 0.207, 'compound': 0.3365}",0.117,0.676,0.207,0.3365,positive
2019-04-24 16:40:32,allaboutscouts,2,20,27,well statefarm has new ambassadors our gscnc girlscouts dug up all the weeds and ; planted the troop garden today w/ herbs and ; veggies. who will grow faster-- the 'crops' or the scouts? #allaboutscouts #gardening #fireduptolearn #troop5823 #earthday2019 #gscnc,,@StateFarm @GSCNC @girlscouts,#allaboutscouts #gardening #fireduptolearn #troop5823 #EarthDay2019 #gscnc,1121091563394826240,Well @StateFarm has new ambassadors Our @GSCNC @girlscouts dug up all the weeds &amp; planted the troop garden today w/ herbs &amp; veggies. Who will grow faster-- the 'crops' or the scouts? #allaboutscouts #gardening #fireduptolearn #troop5823 #EarthDay2019 #gscnc,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.2732}",0.0,0.949,0.051,0.2732,neutral
2019-04-24 14:10:40,wluera,5,0,12,just got fired as a customer from statefarm for daring to use them as an insurance company. i guess i was just supposed to give them my money and hope that nothing ever went wrong.,,@StateFarm,,1121053850121711619,Just got fired as a customer from @StateFarm for daring to use them as an insurance company. I guess I was just supposed to give them my money and hope that nothing ever went wrong.,"{'neg': 0.085, 'neu': 0.728, 'pos': 0.187, 'compound': 0.5194}",0.085,0.728,0.187,0.5194,positive
2019-04-23 17:24:40,SupExOKC,0,0,0,thank you for your business tammy full roof replacement with gutters & downs insurance pays for hail & wind damage no out of pocket cost #farmers #statefarm #usaa #superiorexteriorroofing #superiorexterioredmond,,,#Farmers #Statefarm #USAA #superiorexteriorroofing #superiorexterioredmond,1120740282255990784,Thank you for your Business Tammy Full ROOF Replacement with Gutters & Downs Insurance Pays for HAIL & Wind Damage NO Out of Pocket Cost #Farmers #Statefarm #USAA #superiorexteriorroofing #superiorexterioredmond,"{'neg': 0.153, 'neu': 0.739, 'pos': 0.108, 'compound': -0.3818}",0.153,0.739,0.108,-0.3818,negative
2019-04-23 15:38:15,live4literacy,2,1,1,statefarm almost a year and ; still have not had my deductible returned. i gave cross country carriers a car in perfect condition and ; it was delivered damaged. not. my. fault. should not have to pay a dime. still in abrogation? maybe i need to hire private counsel. #customersince1993,,@StateFarm,#customersince1993,1120713500903583747,@StateFarm almost a year &amp; still have not had my deductible returned. I gave cross country carriers a car in perfect condition &amp; it was delivered damaged. Not. My. Fault. Should not have to pay a dime. Still in abrogation? Maybe I need to hire private counsel. #customersince1993,"{'neg': 0.052, 'neu': 0.819, 'pos': 0.129, 'compound': 0.5194}",0.052,0.819,0.129,0.5194,positive
2019-04-23 14:30:00,kwtx,0,1,11,like a good neighbor: temple fire & rescue is one step closer to getting a much needed swift water rescue boat thanks to a grant from state farm. ,,,,1120696328311443457,LIKE A GOOD NEIGHBOR: Temple Fire & Rescue is one step closer to getting a much needed swift water rescue boat thanks to a grant from State Farm. ,"{'neg': 0.058, 'neu': 0.481, 'pos': 0.462, 'compound': 0.9413}",0.058,0.481,0.462,0.9413,positive
2019-04-23 12:05:19,ozzy_shifflett,1,0,0,"statefarm hello; my husband and i were hit by a girl whom lapsed on her insurance and state farm had fixed his truck after almost 75%damage. also he wasn’t at fault. his truck has lost about 4,000$in value because of it. but state farm wont give him money for deminshed value! ",,@StateFarm,,1120659915218014208,"@StateFarm hello; my husband and I were hit by a girl whom lapsed on her insurance and State Farm had fixed his truck after almost 75%damage. Also he wasn’t at fault. His truck has lost about 4,000$in value because of it. But State farm wont give him money for deminshed value! ","{'neg': 0.063, 'neu': 0.845, 'pos': 0.092, 'compound': 0.3802}",0.063,0.845,0.092,0.3802,positive
2019-04-23 03:08:31,Poorlonghorns,0,0,0,this state farm kitchen fire commercial is gold statefarm,,@StateFarm,,1120524827687829504,This state farm Kitchen fire commercial is gold @StateFarm,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.34}",0.231,0.769,0.0,-0.34,negative
2019-04-20 22:57:40,SOULTRAINIMPACT,0,0,0,"state farm policy for 2homes and ; 3vehicles. after payout of damaged/personal items state farm wont get another penny from me,the world will hear this injustice",,@state,,1119736922757324802,"@state Farm Policy for 2homes &amp; 3vehicles. After payout of damaged/personal items State Farm wont get another penny from me,the world will hear this injustice","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.657}",0.149,0.851,0.0,-0.657,negative
2019-04-20 18:05:26,VARedCross,0,1,6,thank you to our friends statefarm for joining us today as we hit the streets to #endhomefires in mhctourism,,@StateFarm @MHCTourism,#EndHomeFires,1119663377486352386,Thank you to our friends @StateFarm for joining us today as we hit the streets to #EndHomeFires in @MHCTourism,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.6808}",0.0,0.752,0.248,0.6808,positive
2019-04-20 00:14:48,EricHoneycutt4,0,0,0,statefarm hard pass on state farm. 70+ year old in-laws house severely damaged by michael. house was designated flood area 20 years after house purchase. house damaged more than 50%. can’t repair or rebuild for what sf offered and now in litigation.,,@StateFarm,,1119393946575298561,@StateFarm hard pass on state farm. 70+ year old in-laws house severely damaged by Michael. House was designated flood area 20 years after house purchase. House damaged more than 50%. can’t repair or rebuild for what SF offered and now in litigation.,"{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.875}",0.245,0.755,0.0,-0.875,negative
2019-04-19 22:30:12,myhailpro,0,0,0,our project advisor ken showing statefarm adjuster hail damage on windows and getting them approved! ,,@StateFarm,,1119367622456422401,Our Project Advisor Ken showing @statefarm adjuster hail damage on WINDOWS and getting them APPROVED! ,"{'neg': 0.163, 'neu': 0.612, 'pos': 0.224, 'compound': -0.1007}",0.163,0.612,0.224,-0.1007,neutral
2019-04-19 18:41:38,DrTomWalker,0,0,0,statefarm the californian wild fires cost £24billion. do you invest in fossils fuels? #climatechange,,@StateFarm,#climatechange,1119310099200315393,@StateFarm the Californian wild fires cost £24billion. Do you invest in fossils fuels? #climatechange,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-04-19 18:36:11,distresbandanna,0,1,0,afternoon at carroll hs fort wayne distresbandanna and ; captain carlos gomez-espino of the fort wayne fire department and ; state farm agent chandra snyder spreading awareness of the move over law #all50states stevelubbe34 lubbe_pe_health dbursten sf_jimslaven sf_daveo sf_lisac,,@distresbandanna @stevelubbe34 @Lubbe_PE_Health @dbursten @SF_JimSlaven @SF_DaveO @SF_LisaC,#ALL50STATES,1119308727570632705,Afternoon at Carroll HS Fort Wayne @distresbandanna &amp; Captain Carlos Gomez-Espino of the Fort Wayne Fire Department &amp; State Farm Agent Chandra Snyder spreading awareness of the MOVE OVER LAW #ALL50STATES @stevelubbe34 @Lubbe_PE_Health @dbursten @SF_JimSlaven @SF_DaveO @SF_LisaC,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.34}",0.059,0.941,0.0,-0.34,negative
2019-04-18 19:35:50,SupExOKC,0,0,1,thank you for your business ken & marsha full roof replacement with no out of pocket cost insurance pays for hail & wind damage #farmers #statefarm #libertymutual #usaa #haildamage #superiorexteriorroofing,,,#Farmers #StateFarm #LibertyMutual #USAA #HailDamage #SuperiorExteriorRoofing,1118961352901578752,Thank you for your Business Ken & Marsha Full ROOF Replacement with NO Out of Pocket Cost Insurance Pays for HAIL & Wind Damage #Farmers #StateFarm #LibertyMutual #USAA #HailDamage #SuperiorExteriorRoofing,"{'neg': 0.153, 'neu': 0.739, 'pos': 0.108, 'compound': -0.3818}",0.153,0.739,0.108,-0.3818,negative
2019-04-18 18:16:55,GrandmaCheesy77,1,0,0,"a month goes by and i text darryl. no response. i send darryl no fewer than 12 text messages and leave no fewer than 3 voicemails asking for a call back. he finally gets back to me saying statefarm had ""additional questions"" because they weren't sure the damage was covered 6/",,@StateFarm,,1118941491588628482,"A month goes by and I text Darryl. No response. I send Darryl no fewer than 12 text messages and leave no fewer than 3 voicemails asking for a call back. He finally gets back to me saying @StateFarm had ""additional questions"" because they weren't sure the damage was covered 6/","{'neg': 0.17, 'neu': 0.784, 'pos': 0.046, 'compound': -0.629}",0.17,0.784,0.046,-0.629,negative
2019-04-18 01:28:09,dolewhipdreams,1,0,0,. statefarm will not give me new renters insurance because i had a loss last year. i lost everything i owned because the apartment below me had a fire and now i can’t get insurance for my replacements at my new place? that’s serious bs! ,,@StateFarm,,1118687629816414208,. @StateFarm will not give me new renters insurance because I had a loss last year. I lost EVERYTHING I owned because the apartment below me had a fire and now I can’t get insurance for my replacements at my new place? That’s serious BS! ,"{'neg': 0.173, 'neu': 0.827, 'pos': 0.0, 'compound': -0.7644}",0.173,0.827,0.0,-0.7644,negative
2019-04-18 00:18:51,alllockedupscv,0,0,0,like a good neighbor state farm is there!!! they escaped the garage! no one is getting fired today! ,,,,1118670189241851904,Like a good neighbor State Farm is there!!! They escaped the garage! No one is getting fired today! ,"{'neg': 0.264, 'neu': 0.531, 'pos': 0.205, 'compound': -0.3753}",0.264,0.531,0.205,-0.3753,negative
2019-04-17 17:30:41,monicaemundy,1,0,0,statefarm i need help! have been a customer for 10 years and it will be weeks before an adjuster will visit to view our wind damaged home we need it take care of ask the wood is just exposed. please help. i know you are #heretohelp,,@StateFarm,#heretohelp,1118567469667561472,@StateFarm I need help! Have been a customer for 10 years and it will be weeks before an adjuster will visit to view our wind damaged home We need it take care of ask the wood is just exposed. Please help. I know you are #heretohelp,"{'neg': 0.076, 'neu': 0.722, 'pos': 0.202, 'compound': 0.7901}",0.076,0.722,0.202,0.7901,positive
2019-04-17 16:23:44,Castle_Patricia,0,0,1,barry manilow wrote the state farm jingle “like a good neighbor” and honestly i’m like a little shook,,,,1118550623044153346,Barry Manilow wrote the State Farm jingle “Like a Good Neighbor” and honestly I’m like a little shook,"{'neg': 0.047, 'neu': 0.596, 'pos': 0.357, 'compound': 0.807}",0.047,0.596,0.357,0.807,positive
2019-04-17 15:02:40,thetimchannel,0,0,0,churches take note!! notre dame church fire shows what happens when your insurance policy is signed by god. you'll be looking for a billion dollar handout if anything serious happens. #statefarm claims to be better neighbors. #hobomessiah enjoy.,,,#StateFarm #hobomessiah,1118530220846239744,Churches Take Note!! Notre Dame Church Fire shows what happens when your insurance policy is signed by God. You'll be looking for a billion dollar handout if anything serious happens. #StateFarm claims to be better neighbors. #hobomessiah Enjoy.,"{'neg': 0.081, 'neu': 0.726, 'pos': 0.193, 'compound': 0.7256}",0.081,0.726,0.193,0.7256,positive
2019-04-16 21:21:41,RozierReports,1,2,3,this from statefarm ......the top 10 states for hail damage in 2018. you’ll see #texas ranked second with $437 million.,,@StateFarm,#Texas,1118263215861977089,This from @StateFarm ......the top 10 states for hail damage in 2018. You’ll see #Texas ranked second with $437 million.,"{'neg': 0.137, 'neu': 0.73, 'pos': 0.133, 'compound': -0.2732}",0.137,0.73,0.133,-0.2732,neutral
2019-04-16 19:57:13,onelinerguy57,0,0,0,"#statefarm on #notredamefire, “that’s a new one for us too! gee, i wonder if they’ll let us film a commercial there”. #insurance",,,#StateFarm #NotreDameFire #insurance,1118241959355797505,"#StateFarm on #NotreDameFire, “that’s a new one for us too! Gee, I wonder if they’ll let us film a commercial there”. #insurance","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-04-16 01:00:21,Dubbs_Statefarm,0,0,0,it's a good idea to design your home or business with wildfire safety in mind. this simulation shows the importance of using fire-resistant materials. #heretohelp,,,#HereToHelp,1117955855737954310,It's a good idea to design your home or business with wildfire safety in mind. This simulation shows the importance of using fire-resistant materials. #HereToHelp,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.802}",0.0,0.728,0.272,0.802,positive
2019-04-15 22:44:39,foreverkath62,0,0,0,bradnitzwsb bmonahanwsb glennburnswsb (part3) fox 5 chaser was out here yesterday. state farm will b at my parent's 2morrow for estimate of all the damage! and n their yard/land is where it made the turn to butts county which is less than 2 miles from our homes.,,@BradNitzWSB @BMonahanWSB @GlennBurnsWSB,,1117921708659347456,@BradNitzWSB @BMonahanWSB @GlennBurnsWSB (part3) Fox 5 chaser was out here yesterday. State Farm will b at my parent's 2morrow for estimate of ALL the damage! And n their yard/land is where it made the turn to Butts County which is less than 2 miles from our homes.,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.5411}",0.071,0.929,0.0,-0.5411,negative
2019-04-15 18:00:23,charliem,0,0,0,"thank you nysdot and statefarm - your #assistpatrol driver, fernando, was incredibly helpful yesterday. he changed our flat tire in no time on a busy stretch of the hutchison river pkwy. great service with a smile!",,@NYSDOT @StateFarm,#assistpatrol,1117850168680800260,"Thank you @NYSDOT and @StateFarm - your #assistpatrol driver, Fernando, was incredibly helpful yesterday. He changed our flat tire in no time on a busy stretch of the Hutchison River Pkwy. Great service with a smile!","{'neg': 0.048, 'neu': 0.679, 'pos': 0.273, 'compound': 0.883}",0.048,0.679,0.273,0.883,positive
2019-04-14 17:58:53,ElijahS89912491,0,0,0,salvation army and chief department police troop highway sheriff department firefighter fire coming soon world beginning new earth christian bapist christ new information resources health care new that nobody every seeing before new spirit texas revolution lone star state farm ,,,,1117487402615025666,Salvation army and Chief department police troop highway sheriff department firefighter fire coming soon world beginning new Earth Christian bapist Christ new information resources health Care new that nobody every seeing before new spirit Texas revolution lone Star State farm ,"{'neg': 0.099, 'neu': 0.793, 'pos': 0.108, 'compound': 0.1027}",0.099,0.793,0.108,0.1027,neutral
2019-04-14 06:03:58,kydeem20,0,0,0,stylebender i couldn’t tell you that in the hallway statefarm would of tryed to fire me for speaking to you in the hallway,,@stylebender,,1117307490218184705,@stylebender I couldn’t tell you that in the hallway Statefarm would of tryed to fire me for speaking to you in the hallway,"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.34}",0.098,0.902,0.0,-0.34,negative
2019-05-31 23:55:05,KARL94551,0,1,0,"queerty florida rep mike hill has called for the execution of gays. he is also a state farm agent. so far, state farm insurance has failed to condemn his actions or even fire him.",,@Queerty,,1134609271767928832,"@Queerty Florida Rep Mike Hill has called for the execution of gays. He is also a State Farm Agent. So far, State Farm Insurance has failed to condemn his actions or even fire him.","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.8074}",0.211,0.789,0.0,-0.8074,negative
