date,username,replies,retweets,favorites,text,geo,mentions,hashtags,id,original,score,neg,neu,pos,compound,label
2019-05-29 23:24:09,KyleFrager,1,0,1,anyone else think it's lame that statefarm removed the drive safe &amp; save discount in california with no explanation to policyholders...other than a huge premium increase? #statefarm #statefarmsucks #heretohelp #yeahright,,@StateFarm,#StateFarm #StateFarmSucks #HereToHelp #YeahRight,1133876711635005440,Anyone else think it's lame that @StateFarm removed the Drive Safe and ; Save Discount in California with no explanation to policyholders...other than a huge premium increase? #StateFarm #StateFarmSucks #HereToHelp #YeahRight,"{'neg': 0.123, 'neu': 0.614, 'pos': 0.263, 'compound': 0.6908}",0.123,0.614,0.263,0.6908,positive
2019-05-29 23:16:31,KyleFrager,0,0,1,"hey statefarm maybe stop running your drive safe &amp; save commercials in california if the small text at the end says ""not available in california."" #justathought",,@StateFarm,#JustAThought,1133874794049560576,"Hey @StateFarm maybe stop running your Drive Safe and ; Save commercials in California if the small text at the end says ""not available in California."" #JustAThought","{'neg': 0.068, 'neu': 0.743, 'pos': 0.189, 'compound': 0.5994}",0.068,0.743,0.189,0.5994,positive
2019-05-29 02:31:38,kaaawababy,0,0,0,cdinews why did you make state farm get rid of their drive safe &amp; save discount?? that raised my car insurance premium by almost $150! ca insurance is high enough!,,@CDInews,,1133561507411681280,@CDInews Why did you make State Farm get rid of their Drive Safe and ; Save discount?? That raised my car insurance premium by almost $150! CA insurance is high enough!,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.7932}",0.0,0.805,0.195,0.7932,positive
2019-05-28 22:08:11,jchiatt,1,0,2,"i switched to joinroot for car insurance about a year ago, and it's been a great experience. i cut my bill in half when i switched from statefarm and i never have to get on the phone. the app is fantastic. test it out: ",,@joinroot @StateFarm,,1133495207805300736,"I switched to @joinroot for car insurance about a year ago, and it's been a great experience. I cut my bill in half when I switched from @StateFarm and I never have to get on the phone. The app is fantastic. Test it out: ","{'neg': 0.041, 'neu': 0.807, 'pos': 0.152, 'compound': 0.765}",0.041,0.807,0.152,0.765,positive
2019-05-28 20:52:51,taurusapoIogist,0,0,1,the dun dun dun dun state farm jingle elicits the same response as the iphone alarm sound,,,,1133476251329601537,the dun dun dun dun state farm jingle elicits the same response as the iphone alarm sound,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.34}",0.13,0.87,0.0,-0.34,negative
2019-05-28 19:21:04,pattieamaranth,0,0,2,statefarm’s got me fucked up if they think im going to use a recyled door on my brand new car and pay 10% of the damages? bitch tell ur client to drive safer if yall dont wanna pay!,,,,1133453152420712448,statefarm’s got me FUCKED up if they think im going to use a recyled door on my brand new car and pay 10% of the damages? bitch tell ur client to drive safer if yall dont wanna pay!,"{'neg': 0.273, 'neu': 0.645, 'pos': 0.083, 'compound': -0.8867}",0.273,0.645,0.083,-0.8867,negative
2019-05-28 15:01:45,BradleyBeckAgcy,0,0,0,looking to grow your business? community offers on the statefarm mobile app can help! want to learn how you can promote your business to customers in acadiana? call 37-406-2510 and ask for luke or email us at lukebradleybeck.ccom ,,@StateFarm,,1133387894243123200,Looking to grow your business? Community Offers on the @StateFarm mobile app can help! Want to learn how you can promote your business to customers in Acadiana? Call 37-406-2510 and ask for Luke or email us at Luke@bradleybeck.ccom ,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7393}",0.0,0.828,0.172,0.7393,positive
2019-05-27 17:29:37,transsexuho,0,1,0,can they stop showing me this state farm drive safe and save commercial i’m gay and live in a city i don’t fucking drive.,,,,1133062716673839107,Can they stop showing me this state farm drive safe and save commercial I’m gay and live in a city I don’t fucking drive.,"{'neg': 0.075, 'neu': 0.717, 'pos': 0.208, 'compound': 0.5994}",0.075,0.717,0.208,0.5994,positive
2019-05-25 15:46:11,jweroijweroijew,0,0,0,"malibu volleyball spongebob diarrhea stay at the kiss sherbert scarfs state farm. aphid pr big data james earl jones real music. such as debarge 3d printing big data bran, oat oat pms bitcoin iphone dog poo sriracha eventual poop furlong any weird things lyft trombone fart",,,,1132311912169893894,"MALIBU VOLLEYBALL SPONGEBOB DIARRHEA STAY AT THE KISS SHERBERT SCARFS STATE FARM. APHID PR BIG DATA JAMES EARL JONES REAL MUSIC. SUCH AS DEBARGE 3D PRINTING BIG DATA BRAN, OAT OAT PMS BITCOIN IPHONE DOG POO SRIRACHA EVENTUAL POOP FURLONG ANY WEIRD THINGS LYFT TROMBONE FART","{'neg': 0.035, 'neu': 0.907, 'pos': 0.058, 'compound': 0.2732}",0.035,0.907,0.058,0.2732,neutral
2019-05-25 03:48:34,Milner91111,0,0,0,statefarm i’m finally taking my drive safe &amp; save app seriously. i’ve gone from a 59% on monday to a 73% tonight! ,,@StateFarm,,1132131318119186432,@StateFarm I’m finally taking my Drive Safe and ; Save app seriously. I’ve gone from a 59% on Monday to a 73% tonight! ,"{'neg': 0.061, 'neu': 0.712, 'pos': 0.228, 'compound': 0.69}",0.061,0.712,0.228,0.69,positive
2019-05-24 02:01:40,KelseyMLoo,6,0,21,i feel personally attacked by my statefarm drive safe &amp; save app which monitors my driving and apparently tells me when i’m braking too much. statefarm doesn’t know my life. ,,,,1131742024758190086,I feel personally attacked by my Statefarm Drive Safe and ; Save app which monitors my driving and APPARENTLY tells me when I’m braking too much. Statefarm doesn’t know my life. ,"{'neg': 0.081, 'neu': 0.755, 'pos': 0.164, 'compound': 0.4767}",0.081,0.755,0.164,0.4767,positive
2019-05-24 00:04:14,maciejka34,0,0,0,state farm drive safe &amp; save – new tracking features ,,,,1131712473344749569,State Farm Drive Safe and ; Save – new tracking features ,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7269}",0.0,0.596,0.404,0.7269,positive
2019-05-23 20:16:31,TheWall317,0,0,0,scottlinn980 i haven't used it in a while but when i worked for state farm in the claims department we used weather underground to research weather patterns for weather related claims i know they have an app you might give that a try,,@scottlinn980,,1131655165457641484,@scottlinn980 I haven't used it in a while but when I worked for State Farm in the claims department we used weather underground to research weather patterns for weather related claims I know they have an app you might give that a try,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-05-23 17:13:17,The_Reed_,1,0,0,"statefarm i get a 4 of 5 star trip score on my drive safe and save app because of ""phone use"". how can i disable this - as it is not me using the phone, it's my passenger. i do not use my phone while i drive and i'm getting dinged for it.",,@StateFarm,,1131609053929431040,"@StateFarm I get a 4 of 5 star trip score on my Drive Safe and Save app because of ""phone use"". How can I disable this - as it is not me using the phone, it's my passenger. I do not use my phone while I drive and I'm getting dinged for it.","{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.7269}",0.0,0.893,0.107,0.7269,positive
2019-05-22 14:35:37,srslysograceful,0,0,1,"i feel spiritually connected to that crazy lady in that state farm commercial about their drive safe &amp; save feature. i always gotta give people the rundown of my driving = making complete stops even if nobody’s around, not speeding or accelerating quickly, &amp; taking turns slow ",,,,1131206987419512838,"I feel spiritually connected to that crazy lady in that State Farm commercial about their drive safe and ; save feature. I always gotta give people the rundown of my driving = making complete stops even if nobody’s around, not speeding or accelerating quickly, and ; taking turns slow ","{'neg': 0.073, 'neu': 0.817, 'pos': 0.111, 'compound': 0.4767}",0.073,0.817,0.111,0.4767,positive
2019-05-21 14:39:02,forzamonica,1,0,0,hey statefarm big problem with your #drivesafeandsave program - i'm being dinged for having a podcast or spotify playing??? i had a 5 hour trip out to ohio and both ways that's what brought my score down (or anytime i have audio playing)?? um?!!? #heretohelp ??,,@StateFarm,#drivesafeandsave #Heretohelp,1130845458639626242,hey @statefarm big problem with your #drivesafeandsave program - I'm being dinged for having a podcast or spotify playing??? I had a 5 hour trip out to ohio and both ways that's what brought my score down (or anytime I have audio playing)?? Um?!!? #Heretohelp ??,"{'neg': 0.053, 'neu': 0.846, 'pos': 0.101, 'compound': -0.3907}",0.053,0.846,0.101,-0.3907,negative
2019-05-21 12:02:36,IndyLiberty,1,0,0,"statefarm if you don't want drivers looking at their phones while driving, maybe your drive safe ap should not send messages and alerts while the car is moving to tell me the trip is recording... i know the trip is recording...",,@StateFarm,,1130806094350229504,"@StateFarm if you don't want drivers looking at their phones while driving, maybe your drive safe ap should not send messages and alerts while the car is moving to tell me the trip is recording... I know the trip is recording...","{'neg': 0.028, 'neu': 0.904, 'pos': 0.067, 'compound': 0.3975}",0.028,0.904,0.067,0.3975,positive
2019-05-21 02:36:42,youlovetolurk,0,0,0,i can’t even do my state farm drive safe program cause my dad has my car and wants to do 60. in a 25 and cuts the corners fast like this is midnight club,,,,1130663679945584640,I can’t even do my state farm drive safe program cause my dad has my car and wants to do 60. In a 25 and cuts the corners fast like this is midnight club,"{'neg': 0.057, 'neu': 0.803, 'pos': 0.14, 'compound': 0.4939}",0.057,0.803,0.14,0.4939,positive
2019-05-20 20:03:59,elyra_chan,1,0,0,"statefarm if you're gonna annoy the hell out of me about updating this drive safe and save app, y'all should fix the bugs so i can retrieve my username y'all made me use instead of my email",,@StateFarm,,1130564849061310466,"@StateFarm if you're gonna annoy the hell out of me about updating this drive safe and save app, y'all should fix the bugs so I can retrieve my username y'all made me use instead of my email","{'neg': 0.161, 'neu': 0.708, 'pos': 0.131, 'compound': -0.34}",0.161,0.708,0.131,-0.34,negative
2019-05-18 12:09:51,Goddess_Yezenia,0,0,0,i wonder how many people use state farm drive safe and save app #dontmesswithmydiscount #imessmyselfup,,,#DontMessWithMyDiscount #IMessMyselfUp,1129720752612229120,I wonder how many people use State Farm drive safe and save app #DontMessWithMyDiscount #IMessMyselfUp,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.7269}",0.0,0.681,0.319,0.7269,positive
2019-05-17 17:54:32,DowntownAlison,0,0,0,"do you have our statefarm mobile app? if not, you're missing out! there are lots of really awesome features: *access your id cards *connect with our office *get roadside assistance *file and manage claims *upload photos and documents to expedite your claim",,@StateFarm,,1129445106032029696,"Do you have our @StateFarm mobile app? If not, you're missing out! There are lots of really awesome features: *Access your ID cards *Connect with our office *Get roadside assistance *File and manage claims *Upload photos and documents to expedite your claim","{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.7631}",0.0,0.859,0.141,0.7631,positive
2019-05-17 01:46:08,TomCaflisch,1,0,3,today i learned that with the statefarm app you can add your insurance card to your apple wallet!,,@StateFarm,,1129201400213168129,Today I learned that with the @StateFarm app you can add your insurance card to your apple wallet!,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-05-16 17:40:19,_its_clairebear,1,0,2,"when i first started statefarm ‘s drive safe and save program, i was paying over $120 a month for insurance. my current payment is just over $70/ month. crazy what being aware of your bad driving habits can do!",,@StateFarm,,1129079141943402497,"When I first started @StateFarm ‘s drive safe and save program, I was paying over $120 a month for insurance. My current payment is just over $70/ month. Crazy what being aware of your bad driving habits can do!","{'neg': 0.125, 'neu': 0.74, 'pos': 0.135, 'compound': 0.126}",0.125,0.74,0.135,0.126,neutral
2019-05-16 14:34:02,RobTheIc0n,1,0,0,"chickfila ten minutes for a mobile drive thru order is completely unacceptable. at least 5 employees and a manager running around apparently doing nothing. spoke to a manager, he was oblivious &amp; could care less. location: concord township, 20 state farm dr. glen mills pa 19342",,@ChickfilA,,1129032261008089088,"@ChickfilA Ten minutes for a mobile drive thru order is completely unacceptable. At least 5 employees and a manager running around apparently doing nothing. Spoke to a manager, he was oblivious and ; could care less. Location: Concord Township, 20 State Farm Dr. Glen Mills PA 19342","{'neg': 0.064, 'neu': 0.874, 'pos': 0.062, 'compound': -0.024}",0.064,0.874,0.062,-0.024,neutral
2019-05-16 13:36:18,daingueyn,0,0,0,"so, i haven’t gotten any update about my state farm application so... welp",,,,1129017735046979584,"so, I haven’t gotten any update about my State Farm application so... welp","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-05-15 03:09:27,rrauzon,0,0,0,that iphone ad won us over. then made the shaft ad and statefarm and gatorade also winners.,,,,1128497594588585985,That iPhone ad won us over. Then made the Shaft ad and statefarm and Gatorade also winners.,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.7783}",0.0,0.688,0.312,0.7783,positive
2019-05-15 02:23:09,FinchBroc,1,0,0,am i the only one that thinks the statefarm commercials for drive safe &amp; save are terrible?!,,@StateFarm,,1128485941654556673,Am I the only one that thinks the @StateFarm commercials for Drive Safe and ; Save are terrible?!,"{'neg': 0.127, 'neu': 0.612, 'pos': 0.261, 'compound': 0.5093}",0.127,0.612,0.261,0.5093,positive
2019-05-15 00:12:25,leiahblood,0,0,1,"i love the state farm drive safe commercials, so accurate",,,,1128453040011456514,"I love the State Farm Drive Safe commercials, so accurate","{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7964}",0.0,0.53,0.47,0.7964,positive
2019-05-13 19:55:51,david_harhay,0,0,0,"state farm sent me a letter announcing their drive safe &amp; save app. the app will monitor my driving. i could save, but no thanks as this data would no doubt be used against me. they are a big american business after all. let's all beware",,,,1128026086368059393,"State Farm sent me a letter announcing their Drive Safe and ; Save app. The app will monitor my driving. I COULD save, but no thanks as this data would no doubt be used against me. They are a big American business after all. Let's all beware","{'neg': 0.058, 'neu': 0.779, 'pos': 0.163, 'compound': 0.5727}",0.058,0.779,0.163,0.5727,positive
2019-05-10 03:32:37,CatahoulaT,0,0,0,"opened a letter from state farm, offering a 'discount' on my car insurance if i download their app &amp; get this beacon thing to monitor me, they say. my question: is a similar program offered to elected officials? wondering about my taxpayer savings. ",,,,1126691482964938753,"Opened a letter from State Farm, offering a 'discount' on my car insurance if I download their app and ; get this beacon thing to monitor me, they say. My question: Is a similar program offered to elected officials? Wondering about my taxpayer Savings. ","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-05-10 00:00:00,ASAshop,0,0,0,top stories today on autoinc online 1. asa collision operations committee concerned with state farm’s vehicle scanning document 2. asa announces new board of directors &amp; launches new mobile app more stories: autoinc. ,,,,1126637977109708800,TOP STORIES TODAY ON AUTOINC ONLINE 1. ASA Collision Operations Committee concerned with State Farm’s vehicle scanning document 2. ASA announces new board of directors and ; launches new mobile app MORE STORIES: AutoInc. ,"{'neg': 0.068, 'neu': 0.864, 'pos': 0.068, 'compound': 0.0085}",0.068,0.864,0.068,0.0085,neutral
2019-05-09 17:29:01,BleedCubBlue311,2,1,3,"hey statefarm got a little problem with your new drive safe and save update. my daughter uses my phone to watch videos while i’m driving, your app that tracks phone usage now doesn’t take something like this into account and it now affects my discount, fix this.",,@StateFarm,,1126539581975822336,"Hey @StateFarm got a little problem with your new Drive Safe and Save update. My daughter uses my phone to watch videos while I’m driving, your app that tracks phone usage now doesn’t take something like this into account and it now affects my discount, fix this.","{'neg': 0.045, 'neu': 0.796, 'pos': 0.159, 'compound': 0.7346}",0.045,0.796,0.159,0.7346,positive
2019-05-09 17:19:35,AmericasOreo,1,0,0,statefarm how do y’all grade “phone usage” on the drive safe and save app? #qtna,,@StateFarm,#QTNA,1126537207613927424,@StateFarm how do y’all grade “phone usage” on the Drive Safe and Save App? #QTNA,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.7269}",0.0,0.681,0.319,0.7269,positive
2019-05-09 14:21:36,louwhiteman,0,0,1,the statefarm safe driver app isn't half as clever as it thinks it is. dinged me for texting while driving. in reality my daughter was in the backseat with my phone texting my wife. i've seen a few different things like that.,,@StateFarm,,1126492420256993281,The @StateFarm Safe driver app isn't half as clever as it thinks it is. Dinged me for texting while driving. In reality my daughter was in the backseat with my phone texting my wife. I've seen a few different things like that.,"{'neg': 0.053, 'neu': 0.832, 'pos': 0.115, 'compound': 0.4442}",0.053,0.832,0.115,0.4442,positive
2019-05-09 02:15:31,jadenjohnson00,3,0,42,companies i will never buy from purely because i hate their commercials: cricket mobile chevy progressive the general buick credit karma state farm,,,,1126309693100515328,Companies I will never buy from purely because I hate their commercials: Cricket Mobile Chevy Progressive The General Buick Credit Karma State Farm,"{'neg': 0.144, 'neu': 0.762, 'pos': 0.094, 'compound': -0.3321}",0.144,0.762,0.094,-0.3321,negative
2019-05-08 23:28:01,taoofgeoff,1,0,0,statefarm i'm having a problem logging on to my drive safe account,,@StateFarm,,1126267541058392064,@StateFarm I'm having a problem logging on to my drive safe account,"{'neg': 0.173, 'neu': 0.641, 'pos': 0.186, 'compound': 0.0516}",0.173,0.641,0.186,0.0516,neutral
2019-05-08 13:25:06,MossmanMike,0,0,1,"all drivers should switch to insurance carrier w a ""rideshare endorsement"" for coverage when app is on and no rider in car. #uber #lyft do not insure while ur driving w/o a rider!this endorsemnt is currently abt $30 a month w state farm. allstate,farmers,njm also offer endorsemnt",,,#Uber #Lyft,1126115813243674625,"ALL drivers SHOULD switch to insurance carrier w a ""Rideshare Endorsement"" for coverage when APP is on AND NO rider in car. #Uber #Lyft do NOT insure while ur driving w/o a rider!This endorsemnt is currently abt $30 a month w State Farm. Allstate,Farmers,NJM also offer endorsemnt","{'neg': 0.064, 'neu': 0.891, 'pos': 0.046, 'compound': -0.2323}",0.064,0.891,0.046,-0.2323,neutral
2019-05-08 12:27:15,shorTay20,0,0,0,i want to know how statefarm’s drive safe &amp; save works because it took off points under phone usage on the day i left my phone at home ,,@StateFarm,,1126101255481372673,I want to know how @StateFarm’s Drive Safe and ; Save works because it took off points under phone usage on the day I left my phone at home ,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7506}",0.0,0.778,0.222,0.7506,positive
2019-05-07 22:00:00,BleacherReport,14,152,740,d’antoni finally gets his revenge on melo from their days in ny #gameofzones (statefarm) next episode is dropping early. watch it on wednesday only in the b/r app ,,@StateFarm,#GameOfZones,1125883004767703041,D’Antoni finally gets his revenge on Melo from their days in NY #GameOfZones (@StateFarm) Next episode is dropping EARLY. Watch it on Wednesday only in the B/R app ,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.5267}",0.112,0.888,0.0,-0.5267,negative
2019-05-07 17:55:53,Cyninbend,1,0,0,"cont'd...farmer's ins saved me $$$. suddenly, an ad for state farm popped-up! sure, coincidence is possible... i remember morning_joe complaining he was suddenly peppered w/ads for running--after he'd only told mika at home, not on his smartphone, that he wanted to run again.2/3",,@Morning_Joe,,1125821567982870530,"cont'd...Farmer's Ins saved me $$$. Suddenly, an ad for State Farm popped-up! Sure, coincidence is possible... I remember @Morning_Joe complaining he was suddenly peppered w/ads for running--after he'd only told Mika at home, not on his smartphone, that he wanted to run again.2/3","{'neg': 0.038, 'neu': 0.848, 'pos': 0.114, 'compound': 0.5562}",0.038,0.848,0.114,0.5562,positive
2019-05-06 19:32:55,bxngwatr,1,0,1,ahaha got a job offer from state farm and their application process requires a math test #fml ,,,#fml,1125483601519243264,Ahaha got a job offer from state farm and their application process requires a math test #fml ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-05-04 23:03:48,lanesawyer,1,0,0,"statefarm hey, could you let your dev team know that the drive safe &amp; save android app crashes on my pixel 3 while trying to take odometer reading. i'm nervous i won't be able to update and will lose my discount! ",,@StateFarm,,1124811894655672320,"@StateFarm Hey, could you let your dev team know that the Drive Safe and ; Save Android app crashes on my Pixel 3 while trying to take odometer reading. I'm nervous I won't be able to update and will lose my discount! ","{'neg': 0.098, 'neu': 0.772, 'pos': 0.13, 'compound': 0.3802}",0.098,0.772,0.13,0.3802,positive
2019-05-04 18:10:00,scottyramsing,0,0,0,you might be middle-aged if your version of pokémon is the #drivesafeandsave app from statefarm,,@StateFarm,#drivesafeandsave,1124737959629135872,You might be middle-aged if your version of Pokémon is the #drivesafeandsave app from @StateFarm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
2019-05-03 14:10:44,MissAshes92,1,0,0,statefarm do y'all offer any home inventory services online or in an app where insurance holders can record their home inventory and value? i saw all-state do something like this and i think that is valuable. i would love to store mine through insurance for disaster prep.,,@StateFarm,,1124315355428552704,@StateFarm Do y'all offer any home inventory services online or in an app where insurance holders can record their home inventory and value? I saw All-State do something like this and I think that is valuable. I would love to store mine through insurance for disaster prep.,"{'neg': 0.07, 'neu': 0.72, 'pos': 0.209, 'compound': 0.7964}",0.07,0.72,0.209,0.7964,positive
2019-05-02 21:37:47,TechNews24x,0,0,0,"state farm drive safe and save mobile tracking today i ended up going down a rabbit hole with my home insurance rates rising and contacted my local state farm rep, after reviewing home insurance i began inquiring about my auto insurance for my truck and car. i had the drive…",,,,1124065473019174919,"State Farm Drive Safe and Save Mobile Tracking Today I ended up going down a rabbit hole with my home insurance rates rising and contacted my local State Farm rep, after reviewing home insurance I began inquiring about my auto insurance for my truck and car. I had the Drive…","{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.7269}",0.0,0.887,0.113,0.7269,positive
2019-05-02 21:06:39,samanthascards,0,0,0,"why is the drive safe and save such a hassle statefarm , agent of no help. maybe another company would be better",,@StateFarm,,1124057637346324493,"Why is the drive safe and save such a hassle @StateFarm , agent of no help. Maybe another company would be better","{'neg': 0.077, 'neu': 0.615, 'pos': 0.308, 'compound': 0.7745}",0.077,0.615,0.308,0.7745,positive
2019-05-02 15:25:30,APVAmerica,0,0,0,come visit us this weekend at the four state farm show! we will be here with beaver valley supply at booths 378-382 &amp; 414-416. our high-speed precision seeders which are great for cover crop and grass application are already on site! #tradeshow #notill #covercrops,,,#tradeshow #notill #covercrops,1123971784192270337,Come visit us this weekend at the Four State Farm Show! We will be here with Beaver Valley Supply at booths 378-382 and ; 414-416. Our high-speed precision seeders which are great for cover crop and grass application are already on site! #tradeshow #notill #covercrops,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.6892}",0.0,0.904,0.096,0.6892,positive
2019-05-02 13:11:38,Bryan_Reeves28,0,0,0,sometimes i drive like i’m in #gta and forget that i’ve got #drivesafeandsave with #statefarm c- on left turns ,,,#GTA #DriveSafeAndSave #StateFarm,1123938094649155596,Sometimes I drive like I’m in #GTA and forget that I’ve got #DriveSafeAndSave with #StateFarm C- on left turns ,"{'neg': 0.089, 'neu': 0.794, 'pos': 0.117, 'compound': 0.1531}",0.089,0.794,0.117,0.1531,neutral
2019-05-01 16:59:34,KPardueReve,1,0,1,statefarm just had a seamless experience paying for one of my policies on your mobile app. done in 30 seconds and paid with apple pay #awesome.,,@StateFarm,#awesome,1123633071138512898,@StateFarm just had a seamless experience paying for one of my policies on your mobile app. Done in 30 seconds and paid with Apple Pay #awesome.,"{'neg': 0.047, 'neu': 0.814, 'pos': 0.139, 'compound': 0.5719}",0.047,0.814,0.139,0.5719,positive
2019-05-01 16:16:29,AUVSI,0,1,3,"mike fields, innovation executive, statefarm shared, ""we've taken #uas imagery from hurricane harvey and combined it with #ai to then build a vr application to create a virtual fly over zone and test the area. the damage which was tremendously valuable."" #auvsixpo #innovation",,,#UAS #AI #auvsiXPO #innovation,1123622226694234117,"Mike Fields, Innovation Executive, StateFarm shared, ""We've taken #UAS imagery from Hurricane Harvey and combined it with #AI to then build a VR application to create a virtual fly over zone and test the area. The damage which was tremendously valuable."" #auvsiXPO #innovation","{'neg': 0.06, 'neu': 0.691, 'pos': 0.249, 'compound': 0.8464}",0.06,0.691,0.249,0.8464,positive
2019-06-30 20:06:54,DerrickGrn,0,0,0,statefarm this is ridiculous to have 800 number for drive safe support and i have been on hold for 30+ minutes. why even work on sunday if your understaff ,,@StateFarm,,1145423486464253953,@StateFarm this is ridiculous to have 800 number for drive safe support and I have been on hold for 30+ minutes. Why even work on Sunday if your understaff ,"{'neg': 0.073, 'neu': 0.727, 'pos': 0.201, 'compound': 0.5267}",0.073,0.727,0.201,0.5267,positive
2019-06-29 02:12:06,vortextube,0,0,1,statefarm drive safe &amp; save discount is this unattainable. ,,@StateFarm,,1144790614862630912,@StateFarm Drive Safe and ; Save discount is this unattainable. ,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.7269}",0.0,0.567,0.433,0.7269,positive
2019-06-27 20:03:32,ambhicks,1,0,0,statefarm your drive safe app absolutely drains your phone battery. not worth the extra savings. are you working on a fix?,,@StateFarm,,1144335472417824768,@StateFarm your drive safe app absolutely drains your phone battery. Not worth the extra savings. Are you working on a fix?,"{'neg': 0.071, 'neu': 0.806, 'pos': 0.123, 'compound': 0.3036}",0.071,0.806,0.123,0.3036,positive
2019-06-27 03:07:22,Mjhead23,0,0,0,this state farm drive safe app keeps hating cause i'm driving like a normal person. messing up my rating for speeding. ,,,,1144079749049999361,This State Farm Drive safe app keeps hating cause I'm driving like a normal person. Messing up my rating for speeding. ,"{'neg': 0.124, 'neu': 0.674, 'pos': 0.202, 'compound': 0.2732}",0.124,0.674,0.202,0.2732,neutral
2019-06-27 02:05:12,shpeUTD,0,0,2,mariajose plascencia (vp) company: statefarm description: i’m an enterprise technology intern for state farm bank. currently my team and i are working on improving our mobile and online experience for customers through restful api’s #shpeutd #shperegion5,,,#shpeutd #shperegion5,1144064101771022337,Mariajose Plascencia (VP) Company: Statefarm Description: I’m an enterprise technology intern for State Farm bank. Currently my team and I are working on improving our mobile and online experience for customers through restful API’s #shpeutd #shperegion5,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.6486}",0.0,0.865,0.135,0.6486,positive
2019-06-26 18:57:08,jett315,0,0,4,idk if anybody else has seen the state farm ad for their “drive safe and save” app; i think it’s supposed to be funny but it comes off exactly like a harsh criticism of capitalism,,,,1143956376605155328,Idk if anybody else has seen the State Farm ad for their “Drive Safe and Save” app; I think it’s supposed to be funny but it comes off exactly like a harsh criticism of capitalism,"{'neg': 0.198, 'neu': 0.644, 'pos': 0.159, 'compound': -0.4118}",0.198,0.644,0.159,-0.4118,negative
2019-06-26 04:52:47,adanielle2012,1,0,3,"in other news, i saved a bunch of money on my car insurance by not switching to geico but by adding drive safe and save with statefarm this is not a paid advertisement and i’m not being compensated for my time. have a great night. ",,@StateFarm,,1143743890316546048,"In other news, I saved a bunch of money on my car insurance by not switching to geico but by adding drive safe and save with @StateFarm This is not a paid advertisement and I’m not being compensated for my time. Have a great night. ","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.9493}",0.0,0.723,0.277,0.9493,positive
2019-06-26 01:35:33,GRADCincinnati,0,0,0,we have already had phone calls about fall semester of #driversed. we can't thank statefarm and aaacincy enough for the amazing partnership! thank you for helping our students learn how to drive safely!,,@StateFarm @AAACincy,#DriversEd,1143694253492723712,We have already had phone calls about Fall Semester of #DriversEd. We can't thank @StateFarm and @AAACincy enough for the amazing partnership! Thank you for helping our students learn how to drive safely!,"{'neg': 0.05, 'neu': 0.66, 'pos': 0.29, 'compound': 0.88}",0.05,0.66,0.29,0.88,positive
2019-06-25 03:09:11,Zeke8990,1,0,0,"statefarm i've had my good neighbor visa in hand for two weeks, but still no way of managing my account online. what i have is an approved application, which gives me a ""technical issue"" page with a number that can't assist me or a suggestion to register, but no link to do so.",,@StateFarm,,1143355429260529664,"@StateFarm I've had my Good Neighbor VISA in hand for two weeks, but still no way of managing my account online. What I have is an approved application, which gives me a ""technical issue"" page with a number that can't assist me or a suggestion to register, but no link to do so.","{'neg': 0.091, 'neu': 0.761, 'pos': 0.149, 'compound': 0.3818}",0.091,0.761,0.149,0.3818,positive
